"","YEAR","AGE","SEX","DEGREE","REGION","PersIncomeAdj","MARITAL","EDUC","CLASS_","BORN","PRESTG10","SEI10","FINRELA","SATFIN","UNEMP","JOBLOSE","JobFind"
"36427",1998,47,2,1,5,60988.1631352557,3,12,3,1,48,57.5,3,1,2,4,2
"36435",1998,52,1,1,3,98743.1812380345,3,12,3,1,50,68.6,3,1,2,4,1
"36439",1998,23,2,1,3,38150.7745692406,1,12,3,1,48,24.2,3,2,2,4,1
"36446",1998,30,2,1,3,29594.2290823229,5,12,2,1,47,38.8,2,2,2,4,2
"36451",1998,42,2,2,3,58348.2434588386,3,14,3,1,59,69.3,3,3,2,4,3
"36454",1998,50,1,2,3,98743.1812380345,1,14,2,1,45,31.2,4,1,2,4,3
"36455",1998,29,2,1,3,24269.2786177409,5,13,2,1,48,24.2,3,2,2,4,1
"36457",1998,42,1,1,3,121184.813337588,1,12,3,1,43,36.2,4,2,2,3,3
"36458",1998,45,1,3,7,154816.106420264,1,16,3,2,63,79.3,5,2,2,4,1
"36459",1998,34,2,1,9,36813.4583482032,3,14,2,1,36,31.1,2,3,1,4,2
"36462",1998,59,1,1,3,98743.1812380345,5,12,2,1,38,48.3,3,1,2,4,3
"36465",1998,48,1,1,3,58348.2434588386,3,12,2,1,46,52,3,2,2,4,1
"36473",1998,40,2,1,3,38150.7745692406,1,12,3,1,38,43,3,1,2,4,3
"36481",1998,35,2,0,9,26949.2218104089,1,8,2,2,44,37.7,1,2,1,3,2
"36482",1998,34,1,1,4,42639.1009891512,1,13,2,1,25,26.8,3,2,1,4,2
"36483",1998,24,2,2,4,8084.37354754308,5,17,3,1,31,39.7,1,3,2,3,1
"36485",1998,37,1,1,4,80323.0896107211,1,13,3,1,45,58.4,3,2,2,3,3
"36492",1998,57,2,1,9,42363.5865861214,3,13,3,1,18,29.4,2,1,2,3,3
"36493",1998,39,2,1,4,98743.1812380345,1,13,3,1,45,62.1,4,1,2,4,3
"36495",1998,49,1,1,4,58348.2434588386,3,12,3,2,38,28.4,3,1,2,4,2
"36496",1998,40,2,3,4,16168.7470950862,1,17,2,1,38,43,2,3,2,3,2
"36502",1998,22,2,1,4,779.17346649649,5,15,3,1,46,60.1,1,2,2,4,3
"36508",1998,25,2,3,4,42639.1009891512,5,16,3,1,33,63.7,3,2,1,4,2
"36509",1998,73,1,1,6,39876.8758961287,2,12,2,1,46,39.9,2,2,2,4,3
"36512",1998,62,1,0,6,21090.6450916043,1,7,2,1,45,31.2,3,1,1,4,3
"36513",1998,51,1,0,6,83957.2436514258,1,8,2,1,45,62,4,1,2,4,3
"36521",1998,35,2,1,6,60988.1631352557,3,10,2,1,50,46.5,4,1,2,3,3
"36522",1998,45,2,1,6,21090.6450916043,1,12,2,1,48,57.5,3,2,2,3,1
"36523",1998,37,2,0,6,21090.6450916043,1,8,2,1,28,18.6,1,2,2,3,3
"36537",1998,34,1,2,7,51462.7503329616,1,15,2,1,54,62.9,4,1,2,4,2
"36548",1998,38,1,1,7,60988.1631352557,5,12,2,1,49,45.4,4,2,2,4,2
"36556",1998,42,2,1,3,24269.2786177409,1,12,2,1,25,26.8,3,2,1,2,2
"36561",1998,50,1,3,3,49235.145495852,5,20,3,1,35,25,3,2,2,4,1
"36562",1998,33,1,1,3,98743.1812380345,1,12,3,1,47,54.1,3,2,2,3,3
"36563",1998,42,1,1,3,80323.0896107211,1,12,2,1,38,28.4,3,2,1,4,2
"36575",1998,28,2,3,3,80323.0896107211,1,16,3,1,60,76.3,4,2,2,4,2
"36582",1998,42,1,1,3,80323.0896107211,1,12,2,1,49,46,3,2,2,4,1
"36587",1998,45,1,1,3,24269.2786177409,5,13,2,1,53,59.1,3,1,2,3,2
"36590",1998,41,2,1,4,24269.2786177409,1,12,3,1,48,24.2,4,2,2,4,1
"36603",1998,57,2,4,9,199358.054522924,1,20,3,1,74,84.5,4,2,2,3,3
"36605",1998,30,2,2,6,83957.2436514258,1,14,3,1,64,84.2,3,1,2,4,1
"36611",1998,65,1,1,6,16900.2891444958,1,12,1,1,60,65.3,2,1,2,4,3
"36613",1998,46,1,1,6,814.426547713876,1,9,1,1,36,14.4,1,3,1,1,3
"36615",1998,45,1,0,6,39876.8758961287,3,10,2,1,35,32,3,2,2,4,1
"36621",1998,38,2,3,6,103210.73761351,1,16,3,1,64,84.2,4,2,2,4,1
"36638",1998,33,1,1,4,779.17346649649,1,14,2,1,37,21.2,2,3,1,4,1
"36646",1998,46,2,1,4,24269.2786177409,3,12,2,1,28,21.6,3,3,2,3,3
"36656",1998,51,1,1,8,74759.2704460966,1,14,2,1,64,71.8,4,2,2,4,3
"36661",1998,38,1,1,8,42363.5865861214,1,12,2,1,39,67.7,2,3,2,2,3
"36664",1998,38,1,1,8,42363.5865861214,1,12,2,1,35,32,1,3,1,4,3
"36670",1998,23,1,2,8,22405.8517478315,5,14,2,1,46,39.9,3,2,2,4,1
"36673",1998,33,2,1,2,34398.9096733275,1,14,3,1,38,61.5,4,1,2,4,3
"36686",1998,48,2,1,2,51086.0878848334,3,12,2,1,48,24.2,3,2,2,4,3
"36687",1998,41,2,1,2,20936.2799641789,3,12,1,1,31,19.6,2,3,1,4,3
"36692",1998,33,1,0,9,42363.5865861214,1,7,3,2,37,18.6,3,3,1,4,1
"36693",1998,54,1,1,2,102455.325031572,1,16,2,1,45,46.6,3,1,2,3,3
"36701",1998,29,1,0,5,39876.8758961287,1,10,2,1,30,29.6,3,2,2,4,1
"36703",1998,35,1,1,9,109646.929987608,5,15,3,1,50,46.5,3,2,2,4,3
"36705",1998,39,2,1,5,51462.7503329616,4,12,2,1,27,23.3,3,2,2,4,3
"36707",1998,42,1,1,5,70370.9574637566,5,12,2,1,37,28.3,1,1,2,4,3
"36709",1998,43,1,3,5,21090.6450916043,5,16,3,1,66,62.6,3,1,1,4,2
"36710",1998,41,2,1,5,25367.322746535,5,11,1,1,27,23.3,2,3,1,2,3
"36711",1998,35,2,1,5,25367.322746535,4,12,2,1,32,38.2,3,2,2,4,2
"36714",1998,29,1,1,9,17954.1863903346,5,12,2,1,33,13.6,1,3,1,4,2
"36715",1998,51,2,1,5,6562.32635335351,1,12,3,1,24,20.7,3,2,2,4,2
"36735",1998,45,2,1,5,25367.322746535,3,12,2,1,28,21.6,2,2,2,4,2
"36739",1998,50,1,3,5,60988.1631352557,1,16,3,1,65,79.4,4,1,1,4,2
"36740",1998,52,2,1,5,60988.1631352557,1,12,3,1,46,59.8,4,2,2,4,3
"36745",1998,58,2,1,5,16900.2891444958,3,14,2,1,31,39.7,2,3,1,2,2
"36749",1998,32,2,1,5,51462.7503329616,1,13,3,1,52,65.6,3,2,2,4,2
"36755",1998,33,1,1,5,51462.7503329616,2,12,2,1,45,62,3,1,2,3,2
"36757",1998,38,1,1,5,34652.5360140194,1,12,2,1,27,14,3,2,2,4,2
"36758",1998,48,2,2,9,17954.1863903346,3,16,2,2,34,34.7,2,2,1,4,1
"36759",1998,37,2,3,5,60988.1631352557,1,16,3,1,56,76.7,3,1,2,4,2
"36778",1998,23,1,1,4,33152.5742680281,5,12,2,1,47,38.8,2,2,2,4,3
"36783",1998,25,1,1,4,16168.7470950862,3,16,3,1,33,13.6,3,2,2,4,1
"36786",1998,24,2,1,4,20177.7202533504,5,13,2,1,39,67.7,1,3,2,3,2
"36793",1998,22,1,1,4,16168.7470950862,1,12,2,1,33,46.2,5,2,1,4,2
"36794",1998,25,1,1,4,38150.7745692406,1,13,2,1,50,57.4,2,2,1,4,2
"36801",1998,26,1,3,3,67324.8962986599,1,16,2,1,45,62,3,3,1,3,2
"36804",1998,28,1,1,3,49235.145495852,5,12,2,1,38,48.3,3,2,2,3,2
"36819",1998,26,2,1,3,6278.27099617103,1,13,2,1,55,37.2,2,2,2,4,1
"36824",1998,32,2,1,3,58348.2434588386,3,12,2,1,28,18.6,3,2,1,3,3
"36829",1998,32,1,2,3,49235.145495852,3,14,2,1,45,31.2,3,3,2,3,2
"36832",1998,35,1,2,3,98743.1812380345,5,14,3,1,73,86.5,3,1,1,4,1
"36854",1998,54,1,1,9,17954.1863903346,1,12,2,1,24,20.7,2,3,1,2,3
"36855",1998,38,2,4,9,89192.7935935564,3,18,3,1,59,75.5,4,2,2,4,2
"36870",1998,21,1,2,2,6514.29584791651,5,14,3,1,45,62,4,3,1,4,1
"36878",1998,29,2,1,2,20936.2799641789,1,14,3,1,46,52,4,2,2,4,1
"36879",1998,25,1,1,2,44242.0721727244,5,12,2,1,40,22.9,3,2,2,4,2
"36885",1998,60,1,1,2,51086.0878848334,4,12,2,1,25,23.8,2,2,1,3,3
"36887",1998,35,1,1,5,39876.8758961287,1,13,3,1,39,67.7,4,1,2,4,1
"36890",1998,39,2,0,5,51462.7503329616,3,11,2,1,31,19.6,4,3,2,4,2
"36893",1998,35,2,1,5,51462.7503329616,5,12,2,1,38,43,4,1,2,4,3
"36895",1998,36,1,1,5,34652.5360140194,1,12,3,1,39,24.6,3,2,2,4,1
"36896",1998,29,2,0,5,44568.2730603792,5,11,2,1,25,12.6,2,1,1,4,1
"36914",1998,77,2,0,3,24269.2786177409,2,10,2,1,47,38.8,3,1,2,4,3
"36915",1998,51,2,1,6,12169.4842440656,3,12,2,1,41,54.6,4,3,1,4,3
"36929",1998,43,2,0,6,14087.3274048112,1,11,2,1,34,17,3,2,2,4,2
"36935",1998,37,2,3,7,60988.1631352557,1,18,3,1,61,80.9,3,1,2,4,2
"36936",1998,45,2,1,3,29594.2290823229,4,14,3,2,47,38.8,2,3,2,4,2
"36937",1998,42,2,1,7,60988.1631352557,1,14,2,1,47,38.8,3,2,2,4,3
"36939",1998,44,2,1,7,51462.7503329616,1,12,2,1,47,38.8,3,1,2,4,2
"36941",1998,49,2,3,7,3721.21623068345,1,16,3,1,64,82.5,3,3,2,4,2
"36947",1998,50,2,4,3,179533.056796426,5,16,3,2,71,88.7,4,1,2,4,2
"36948",1998,50,1,1,7,154816.106420264,1,15,3,1,50,46.5,4,3,2,4,3
"36962",1998,58,2,1,7,51462.7503329616,1,12,3,1,48,57.5,3,2,1,4,3
"36971",1998,48,2,1,7,21090.6450916043,1,12,3,1,47,38.8,3,1,2,1,2
"36975",1998,33,2,1,7,34652.5360140194,1,12,2,1,46,52,3,3,2,4,2
"36978",1998,44,2,4,7,60988.1631352557,3,18,3,1,51,63.7,4,2,1,1,2
"36981",1998,46,2,1,7,25367.322746535,1,12,2,1,41,54.6,3,2,2,4,3
"36990",1998,20,1,1,7,21090.6450916043,5,12,2,1,38,27,3,3,2,3,3
"36997",1998,33,1,1,7,83957.2436514258,1,15,3,1,35,32,3,1,2,4,2
"37002",1998,41,1,1,3,33152.5742680281,5,12,2,1,33,13.6,2,3,1,1,3
"37018",1998,28,2,1,5,39876.8758961287,2,13,2,1,36,24.6,3,2,1,3,2
"37020",1998,34,2,1,5,25367.322746535,1,12,2,1,25,23.8,3,3,1,4,2
"37024",1998,61,1,1,5,83957.2436514258,4,12,2,1,59,60.4,3,2,2,2,3
"37032",1998,49,2,4,3,80323.0896107211,1,18,2,1,61,80.9,3,1,2,4,3
"37039",1998,49,1,1,3,29594.2290823229,5,12,2,1,46,39.9,1,3,2,4,2
"37040",1998,37,1,2,3,67324.8962986599,1,14,3,1,35,32,3,1,1,3,2
"37052",1998,58,2,1,3,24269.2786177409,3,13,2,1,52,49.2,5,2,1,4,3
"37056",1998,40,1,1,3,13477.5465737077,5,12,2,1,44,28.7,2,3,1,4,2
"37058",1998,28,2,1,3,20177.7202533504,5,13,2,1,28,21.6,3,2,1,3,2
"37060",1998,45,1,2,3,11642.7187332482,5,14,2,1,24,20.7,3,3,1,4,1
"37068",1998,36,1,1,7,154816.106420264,1,12,3,1,53,80.2,5,1,1,1,1
"37081",1998,53,2,4,3,67324.8962986599,1,18,4,1,74,84.5,4,2,1,4,1
"37087",1998,49,2,4,3,98743.1812380345,1,18,3,1,35,21.8,4,2,2,3,2
"37092",1998,28,2,2,3,98743.1812380345,1,16,3,1,64,84.2,3,1,2,4,2
"37096",1998,55,2,4,3,67324.8962986599,1,18,3,1,62,71.4,4,3,1,2,3
"37104",1998,45,1,4,3,121184.813337588,1,18,3,2,73,86.5,4,2,1,4,3
"37108",1998,34,2,1,3,67324.8962986599,2,13,3,1,32,38.2,4,1,2,4,1
"37112",1998,44,2,1,3,98743.1812380345,3,14,3,1,73,86.5,4,1,2,4,1
"37115",1998,56,1,1,3,67324.8962986599,1,12,3,2,31,35.4,4,1,2,4,1
"37116",1998,47,1,3,3,98743.1812380345,3,16,3,1,50,63.3,4,2,2,4,3
"37117",1998,62,2,1,3,98743.1812380345,2,14,2,1,39,67.7,3,1,2,4,3
"37118",1998,29,1,1,3,42639.1009891512,5,12,2,1,45,31.2,3,2,1,3,2
"37123",1998,58,2,1,3,24269.2786177409,3,13,2,1,39,38.1,5,2,1,4,3
"37128",1998,38,1,2,3,9845.59283471602,1,14,3,1,49,56.9,2,3,2,4,1
"37129",1998,53,1,4,3,412636.982410338,1,19,3,1,53,59.1,5,2,1,4,3
"37137",1998,39,2,1,9,36813.4583482032,3,14,2,1,40,73,3,3,1,2,3
"37138",1998,45,2,1,9,42363.5865861214,1,14,2,1,67,73.6,3,2,2,4,1
"37139",1998,26,2,1,9,3953.27022118959,1,16,3,2,48,26.1,3,3,1,4,2
"37141",1998,34,2,1,9,6971.55116666667,1,12,2,1,64,84.2,3,3,2,4,1
"37143",1998,38,1,4,9,109646.929987608,1,17,2,1,37,18.6,2,1,2,3,1
"37144",1998,50,2,3,7,44568.2730603792,3,16,3,2,51,78.3,3,2,1,4,2
"37148",1998,48,1,3,9,109646.929987608,1,16,3,1,47,57.8,3,2,1,4,1
"37162",1998,33,1,2,9,36813.4583482032,5,16,3,1,58,55,2,3,2,4,2
"37180",1998,51,1,4,9,458202.558934944,1,20,4,2,39,67.7,1,1,2,4,1
"37185",1998,36,1,1,9,89192.7935935564,1,12,3,2,50,68,3,1,2,4,1
"37186",1998,27,1,1,9,89192.7935935564,1,14,3,1,38,43,3,2,1,4,3
"37188",1998,37,1,1,9,134566.686802974,1,14,3,1,45,46.6,4,1,2,4,3
"37199",1998,34,1,3,9,74759.2704460966,5,20,3,1,46,61.4,3,2,1,4,1
"37202",1998,27,2,1,9,74759.2704460966,5,12,2,1,33,26.5,3,1,1,4,1
"37209",1998,50,1,3,7,431306.413133663,1,16,4,1,41,54.6,4,2,2,4,2
"37212",1998,55,2,1,9,47347.5379491945,3,14,2,2,25,23.8,3,3,1,4,3
"37219",1998,26,1,1,9,36813.4583482032,1,13,2,1,36,37.6,4,2,2,4,1
"37221",1998,40,2,2,9,12928.3698358116,1,14,2,2,52,57,3,3,2,4,2
"37223",1998,41,2,0,9,47347.5379491945,4,3,2,2,47,62.7,2,2,2,2,3
"37227",1998,56,2,1,9,74759.2704460966,3,15,2,1,54,62.9,3,2,1,3,2
"37235",1998,51,2,3,9,134566.686802974,5,16,3,1,60,83.8,4,1,1,3,3
"37236",1998,42,1,3,9,74759.2704460966,1,16,2,2,46,52,2,3,2,4,3
"37245",1998,42,1,2,9,134566.686802974,1,14,3,1,44,28.7,3,2,2,4,1
"37246",1998,23,1,1,9,89192.7935935564,5,12,3,1,48,57.5,1,2,1,4,1
"37250",1998,40,2,1,2,39585.0119440165,4,12,2,1,47,38.8,2,3,2,3,3
"37252",1998,24,1,1,2,6514.29584791651,3,9,1,2,34,34.7,1,3,2,2,3
"37254",1998,41,2,1,2,44242.0721727244,5,14,2,1,45,38.3,2,3,1,4,2
"37266",1998,28,2,3,2,60541.7829732017,5,16,2,1,51,73.4,3,2,2,3,2
"37267",1998,55,2,4,2,186282.409148313,5,18,3,2,69,91.1,4,2,1,3,2
"37274",1998,37,1,3,2,34398.9096733275,2,15,3,2,47,38.8,3,1,2,3,1
"37304",1998,36,1,1,2,60541.7829732017,1,14,3,1,49,45.4,3,2,1,2,1
"37310",1998,32,2,1,2,20936.2799641789,1,13,2,2,25,12.6,3,2,2,3,2
"37315",1998,28,2,4,2,44242.0721727244,5,18,2,1,38,25.7,3,1,1,3,2
"37320",1998,26,1,3,2,60541.7829732017,5,16,3,2,60,76.3,3,2,1,4,1
"37329",1998,41,2,1,7,34652.5360140194,1,14,2,1,28,21.6,3,2,2,4,1
"37333",1998,27,2,1,2,39585.0119440165,5,12,2,1,47,38.8,2,3,1,3,3
"37334",1998,37,2,1,2,6514.29584791651,4,13,2,1,38,25.7,5,3,1,3,2
"37346",1998,55,2,1,1,51086.0878848334,1,12,3,1,49,93.7,4,1,2,4,2
"37348",1998,36,2,4,1,34398.9096733275,1,19,3,1,69,91.1,4,1,1,4,1
"37360",1998,30,2,1,2,51086.0878848334,4,14,2,1,47,38.8,2,2,2,1,1
"37361",1998,47,2,1,7,83957.2436514258,5,14,3,1,46,52,3,3,1,3,3
"37368",1998,35,2,1,2,51086.0878848334,5,12,2,1,47,38.8,2,2,1,3,3
"37372",1998,48,1,1,2,51086.0878848334,1,12,2,1,43,55.1,2,3,2,3,2
"37377",1998,60,2,1,2,51086.0878848334,1,14,2,1,31,19.6,3,2,2,3,3
"37379",1998,36,1,1,2,83342.7498529553,5,13,3,1,45,58.4,3,2,2,4,2
"37389",1998,30,2,3,2,44242.0721727244,5,16,3,1,55,77,3,1,2,4,1
"37396",1998,29,1,1,2,51086.0878848334,5,12,2,1,33,13.6,2,3,2,3,2
"37400",1998,34,1,2,2,60541.7829732017,1,15,3,1,63,81,3,2,1,2,1
"37401",1998,45,1,1,2,60541.7829732017,1,12,3,1,38,58.2,3,2,2,4,3
"37410",1998,44,2,1,2,25181.656068669,1,12,2,1,32,35.8,3,2,2,4,3
"37415",1998,34,2,1,2,39585.0119440165,1,12,3,1,41,33.3,3,2,2,3,2
"37418",1998,45,1,3,2,44242.0721727244,5,16,2,1,25,23.8,2,3,1,3,2
"37422",1998,53,1,3,2,428149.626362391,1,16,4,1,31,39.7,5,2,2,4,1
"37425",1998,35,1,1,2,102455.325031572,5,12,3,1,39,67.7,4,2,2,4,2
"37428",1998,34,2,3,2,102455.325031572,1,16,3,2,60,87.9,4,1,1,4,1
"37430",1998,44,2,3,2,83342.7498529553,1,17,2,2,64,84.2,3,2,2,3,2
"37439",1998,19,2,1,2,25181.656068669,5,12,3,2,31,19.6,2,1,2,3,2
"37452",1998,39,2,3,7,30933.1963422017,1,16,2,1,61,80.9,3,1,2,3,3
"37453",1998,39,2,0,7,21090.6450916043,1,10,2,1,46,61.4,3,2,2,3,3
"37457",1998,35,2,1,7,12169.4842440656,5,12,3,1,31,19.6,3,2,1,4,1
"37468",1998,24,1,3,7,21090.6450916043,1,17,3,1,65,79.4,3,1,1,4,3
"37472",1998,26,2,1,4,24269.2786177409,5,12,2,1,28,21.6,1,3,2,3,3
"37480",1998,45,1,1,4,58348.2434588386,3,12,2,1,48,54.3,3,1,2,4,3
"37483",1998,49,2,1,4,38150.7745692406,3,12,2,1,27,23.3,2,2,2,4,3
"37485",1998,42,2,1,4,20177.7202533504,1,12,2,1,35,25,3,3,2,4,3
"37491",1998,61,1,1,8,134566.686802974,1,14,3,1,38,58.2,4,2,2,4,3
"37498",1998,28,1,3,8,89192.7935935564,1,16,3,1,65,80.7,4,1,2,4,2
"37504",1998,43,1,1,7,83957.2436514258,4,12,3,1,50,46.5,4,1,2,4,2
"37506",1998,54,2,3,8,74759.2704460966,1,17,3,1,61,89.4,3,2,2,4,3
"37508",1998,45,1,1,8,36813.4583482032,1,13,3,1,39,41,3,1,2,1,1
"37510",1998,20,1,1,8,865.213956629492,5,12,2,1,53,73.9,4,1,2,4,2
"37512",1998,56,2,1,8,22405.8517478315,3,12,2,1,31,39.7,1,3,1,3,2
"37516",1998,34,2,2,3,33152.5742680281,1,14,3,1,24,34.8,4,1,2,4,1
"37519",1998,47,2,4,3,80323.0896107211,1,20,3,1,61,80.9,4,2,2,3,2
"37521",1998,54,1,4,3,121184.813337588,1,17,3,1,43,61.2,4,1,2,4,2
"37522",1998,55,1,3,3,412636.982410338,1,16,4,1,49,46,4,1,2,4,1
"37523",1998,34,2,3,3,29594.2290823229,3,16,2,1,48,24.2,3,2,1,1,3
"37527",1998,48,2,4,3,98743.1812380345,1,20,3,1,61,80.9,3,2,2,4,2
"37531",1998,31,1,3,3,58348.2434588386,1,18,3,1,39,38.1,4,2,1,4,3
"37535",1998,58,2,1,3,58348.2434588386,3,12,2,1,35,25,3,2,2,4,3
"37537",1998,41,1,1,3,98743.1812380345,1,12,2,1,43,52.4,3,1,2,3,3
"37548",1998,37,1,1,9,109646.929987608,1,15,3,2,65,79.4,4,1,2,4,3
"37552",1998,40,1,3,9,134566.686802974,1,16,3,1,53,59.1,4,1,2,3,1
"37558",1998,52,2,4,9,42363.5865861214,1,18,3,1,18,29.4,3,3,2,4,2
"37564",1998,23,1,3,9,17954.1863903346,1,16,3,1,36,37.6,3,1,2,4,2
"37566",1998,25,2,1,9,10932.7957100372,5,17,2,1,21,13.6,3,3,2,4,1
"37570",1998,20,2,1,9,12928.3698358116,5,13,3,1,31,19.6,3,2,2,4,1
"37578",1998,60,1,1,9,17954.1863903346,3,11,3,1,50,46.5,3,2,2,4,2
"37583",1998,34,1,3,1,60541.7829732017,1,16,3,1,60,76.3,4,1,1,4,2
"37587",1998,32,1,1,1,39585.0119440165,5,12,2,1,31,39.7,2,2,1,4,2
"37592",1998,51,2,3,1,51086.0878848334,1,16,3,1,59,75.5,3,2,2,4,2
"37596",1998,46,1,1,1,51086.0878848334,3,12,2,1,53,59.1,3,2,2,4,2
"37609",1998,21,1,1,5,21090.6450916043,5,13,2,1,27,23.3,2,3,2,3,1
"37615",1998,29,1,1,7,70370.9574637566,5,13,3,1,48,64.5,4,2,2,3,3
"37621",1998,36,2,0,5,34652.5360140194,4,9,3,1,42,26.5,2,3,2,4,3
"37623",1998,27,1,1,5,51462.7503329616,5,14,2,1,36,27.5,3,2,2,3,3
"37629",1998,52,2,3,5,103210.73761351,3,17,3,1,65,87.3,4,2,2,4,2
"37631",1998,41,1,3,5,154816.106420264,1,19,4,1,53,73.9,4,1,2,4,1
"37632",1998,30,2,3,5,83957.2436514258,1,16,3,2,73,86.5,5,1,1,3,1
"37638",1998,46,2,1,3,42639.1009891512,3,12,2,1,39,38.1,3,2,2,4,1
"37642",1998,61,2,1,5,431306.413133663,1,13,4,1,49,56.9,5,1,2,4,3
"37662",1998,25,1,1,3,33152.5742680281,5,13,2,1,43,36.2,4,1,1,4,1
"37687",1998,45,1,4,7,103210.73761351,1,17,3,1,50,38.3,3,2,2,4,3
"37693",1998,19,2,1,7,814.426547713876,5,12,3,1,31,19.6,3,1,2,4,2
"37709",1998,67,2,1,7,14087.3274048112,1,12,2,1,25,26.8,3,2,2,2,2
"37710",1998,42,2,1,7,12169.4842440656,1,9,2,1,38,28.4,3,2,2,4,1
"37719",1998,47,1,1,5,44568.2730603792,3,12,2,1,45,38.8,3,1,2,4,2
"37721",1998,48,1,3,5,51462.7503329616,3,14,2,1,50,46.5,2,2,2,4,1
"37730",1998,35,1,1,5,83957.2436514258,5,13,2,1,35,32,3,2,1,4,2
"37731",1998,31,1,1,5,51462.7503329616,1,13,2,1,25,23.8,3,2,1,3,2
"37741",1998,35,1,1,5,60988.1631352557,1,11,3,1,34,20.3,3,1,2,3,2
"37743",1998,41,2,0,5,3721.21623068345,1,10,2,1,38,27,3,3,2,3,3
"37753",1998,33,1,1,9,109646.929987608,5,14,3,2,50,57.4,4,1,1,4,2
"37756",1998,38,2,3,9,74759.2704460966,3,16,2,1,65,79.4,3,3,2,4,1
"37758",1998,34,1,4,3,98743.1812380345,1,18,3,1,53,69.3,4,1,2,4,1
"37761",1998,37,2,1,9,54671.9528723668,5,14,2,1,48,51.5,2,3,1,4,2
"37775",1998,51,2,4,8,64791.3677199504,1,18,3,1,36,34.6,3,2,2,3,3
"37778",1998,32,1,2,8,22405.8517478315,5,15,4,1,35,24,1,3,1,4,1
"37784",1998,36,1,3,8,54671.9528723668,5,16,3,1,53,69.3,3,1,1,3,2
"37791",1998,49,2,4,3,98743.1812380345,3,18,3,1,61,71.7,4,3,2,4,1
"37810",1998,37,1,1,4,24269.2786177409,1,13,2,1,31,19.6,2,3,1,4,1
"37817",1998,21,1,1,4,49235.145495852,5,12,3,1,35,26.8,3,1,2,4,3
"37818",1998,63,2,1,4,24269.2786177409,1,14,3,1,47,38.8,3,2,1,3,3
"37831",1998,22,2,1,3,33152.5742680281,5,14,2,1,31,21.1,5,1,2,4,2
"37836",2000,47,1,3,7,122699.583333333,1,16,4,1,60,76.3,4,1,2,4,3
"37839",2000,56,2,1,3,56193.6169129206,3,12,2,1,22,17.5,3,1,2,4,3
"37842",2000,36,2,2,3,19432.6172456712,1,15,2,1,64,84.2,3,1,1,4,3
"37844",2000,21,2,1,3,31928.3486127382,1,12,2,1,36,26.1,3,2,2,3,2
"37852",2000,52,1,1,6,81327.1016049383,1,12,3,1,26,31.3,4,2,2,4,3
"37854",2000,26,2,4,9,85253.2214707108,1,18,3,1,54,62.9,2,2,2,4,1
"37856",2000,30,2,1,9,52257.1378098519,4,12,2,1,38,43,3,2,1,4,2
"37861",2000,54,2,4,9,104803.915531719,5,18,3,1,61,80.9,4,1,2,4,3
"37863",2000,33,1,1,9,3778.65753635269,1,14,1,1,60,76.3,5,3,1,4,3
"37874",2000,51,2,1,9,12357.3344040581,3,12,3,1,48,20.1,3,1,2,3,2
"37876",2000,23,2,1,9,25758.8969119595,1,12,2,1,38,27,1,3,1,3,1
"37879",2000,39,2,3,9,31410.6862477246,3,16,3,1,34,34.7,3,3,2,4,2
"37887",2000,36,2,2,7,59077.5771604938,4,14,2,1,64,84.2,3,2,2,3,2
"37888",2000,41,2,1,7,24572.6365555556,1,12,2,1,72,77.4,3,2,1,4,1
"37889",2000,36,1,1,7,49850.5684938272,1,14,2,1,43,36.2,4,2,2,3,3
"37897",2000,22,2,0,7,13646.0114382716,1,11,2,1,38,43,2,2,1,4,1
"37904",2000,40,1,4,7,181777.160493827,1,20,1,1,69,91.1,5,2,1,4,2
"37906",2000,33,1,2,7,788.91287654321,1,14,2,1,48,54.3,2,2,1,3,3
"37912",2000,59,1,1,7,99977.4382716049,1,15,3,1,45,62,4,2,1,4,3
"37917",2000,53,2,3,9,128622.987243473,1,17,3,1,61,80.9,4,1,2,4,1
"37918",2000,42,2,3,9,6663.62350208037,1,16,4,1,61,80.9,5,3,2,4,1
"37922",2000,60,1,4,9,190552.573694034,1,18,3,1,60,87.9,4,1,2,4,3
"37924",2000,47,2,3,3,116709.81974222,3,16,3,1,60,76.3,4,2,2,4,1
"37931",2000,26,1,1,9,40492.4219099822,3,13,3,2,31,39.7,3,2,2,4,1
"37933",2000,32,2,3,9,6663.62350208037,1,16,2,1,46,60.1,2,2,1,4,1
"37939",2000,63,2,1,9,25758.8969119595,3,12,2,2,45,50,2,3,2,4,2
"37941",2000,60,1,3,3,95096.8901603272,1,16,2,1,55,77,4,1,1,4,3
"37943",2000,22,1,2,3,36741.9802892173,5,14,3,1,39,38.1,3,2,1,3,3
"37944",2000,50,2,2,3,56193.6169129206,1,15,2,1,64,84.2,3,3,2,3,3
"37945",2000,53,2,4,7,122699.583333333,1,18,3,1,59,75.5,4,1,2,4,2
"37948",2000,43,1,1,3,36741.9802892173,1,9,2,1,35,32,2,2,1,1,1
"37951",2000,28,1,1,3,77356.9975595098,5,14,2,1,38,28.4,3,2,2,4,1
"37953",2000,24,1,1,3,56193.6169129206,1,14,2,1,29,23.3,3,2,1,4,2
"37955",2000,32,2,1,3,56193.6169129206,1,17,2,1,22,17.5,3,2,1,4,3
"37961",2000,24,1,1,3,23373.0865670419,5,12,2,1,45,31.2,3,2,1,3,2
